Code,Class,NMO,DIT,Smell
"class Book {
    void read() {
        System.out.println(""Reading book"");
    }
}

class Novel extends Book {
    @Override
    void read() {
        System.out.println(""Reading novel"");
    }
}

class ThrillerNovel extends Novel {
    @Override
    void read() {
        System.out.println(""Reading thriller novel"");
    }
}",Novel,1,2,1
"class Book {
    void read() {
        System.out.println(""Reading book"");
    }
}

class Novel extends Book {
    @Override
    void read() {
        System.out.println(""Reading novel"");
    }
}

class ThrillerNovel extends Novel {
    @Override
    void read() {
        System.out.println(""Reading thriller novel"");
    }
}",ThrillerNovel,1,3,1
"class Tree {
    void grow() {
        System.out.println(""Tree grows"");
    }
}

class Oak extends Tree {
    @Override
    void grow() {
        System.out.println(""Oak tree grows"");
    }
}

class RedOak extends Oak {
    @Override
    void grow() {
        System.out.println(""Red oak tree grows"");
    }
}",Tree,0,1,0
"class Tree {
    void grow() {
        System.out.println(""Tree grows"");
    }
}

class Oak extends Tree {
    @Override
    void grow() {
        System.out.println(""Oak tree grows"");
    }
}

class RedOak extends Oak {
    @Override
    void grow() {
        System.out.println(""Red oak tree grows"");
    }
}",Oak,1,2,1
"class Tree {
    void grow() {
        System.out.println(""Tree grows"");
    }
}

class Oak extends Tree {
    @Override
    void grow() {
        System.out.println(""Oak tree grows"");
    }
}

class RedOak extends Oak {
    @Override
    void grow() {
        System.out.println(""Red oak tree grows"");
    }
}",RedOak,1,3,1
"class Engine {
    void start() {
        System.out.println(""Engine starts"");
    }
}

class DieselEngine extends Engine {
    @Override
    void start() {
        System.out.println(""Diesel engine starts"");
    }
}

class TurboDieselEngine extends DieselEngine {
    @Override
    void start() {
        System.out.println(""Turbo diesel engine starts"");
    }
}",Engine,0,1,0
"class Engine {
    void start() {
        System.out.println(""Engine starts"");
    }
}

class DieselEngine extends Engine {
    @Override
    void start() {
        System.out.println(""Diesel engine starts"");
    }
}

class TurboDieselEngine extends DieselEngine {
    @Override
    void start() {
        System.out.println(""Turbo diesel engine starts"");
    }
}",DieselEngine,1,2,1
"class Engine {
    void start() {
        System.out.println(""Engine starts"");
    }
}

class DieselEngine extends Engine {
    @Override
    void start() {
        System.out.println(""Diesel engine starts"");
    }
}

class TurboDieselEngine extends DieselEngine {
    @Override
    void start() {
        System.out.println(""Turbo diesel engine starts"");
    }
}
",TurboEngine,1,3,1
"class Engine {
    void start() {
        System.out.println(""Engine starts"");
    }
}",Engine,0,1,0
"class Tree {
    void grow() {
        System.out.println(""Tree grows"");
    }
}",Tree,0,1,0
"class Book {
    void read() {
        System.out.println(""Reading book"");
    }
}",Book,0,1,0
"class Drink {
    void mix() {
        System.out.println(""Mixing drink"");
    }
}",Drink,0,1,0
"class Flower {
    void bloom() {
        System.out.println(""Flower blooms"");
    }
}",Flower,0,1,0
"class Game {
    void play() {
        System.out.println(""Playing game"");
    }
}",Game,0,1,0
"class Animal {
    void eat() {
        System.out.println(""Animal eats"");
    }
    void sleep() {
        System.out.println(""Animal sleeps"");
    }
}

class Cat extends Animal {
    @Override
    void eat() {
        System.out.println(""Cat eats fish"");
    }
    @Override
    void sleep() {
        System.out.println(""Cat sleeps quietly"");
    }
}",Animal,0,1,0
"class Animal {
    void eat() {
        System.out.println(""Animal eats"");
    }
    void sleep() {
        System.out.println(""Animal sleeps"");
    }
}

class Cat extends Animal {
    @Override
    void eat() {
        System.out.println(""Cat eats fish"");
    }
    @Override
    void sleep() {
        System.out.println(""Cat sleeps quietly"");
    }
}",Cat,2,2,1
"class Appliance {
    void turnOn() {
        System.out.println(""Appliance is on"");
    }
    void turnOff() {
        System.out.println(""Appliance is off"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class WashingMachine extends Appliance {
    @Override
    void turnOn() {
        System.out.println(""Washing machine is on"");
    }
    @Override
    void repair() {
        System.out.println(""Repairing washing machine"");
    }
}

class SmartWashingMachine extends WashingMachine {
    @Override
    void turnOn() {
        System.out.println(""Smart washing machine is on"");
    }
    @Override
    void turnOff() {
        System.out.println(""Smart washing machine is off"");
    }
    @Override
    void repair() {
        System.out.println(""Repairing smart washing machine"");
    }
}",Appliance,0,1,0
"class Appliance {
    void turnOn() {
        System.out.println(""Appliance is on"");
    }
    void turnOff() {
        System.out.println(""Appliance is off"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class WashingMachine extends Appliance {
    @Override
    void turnOn() {
        System.out.println(""Washing machine is on"");
    }
    @Override
    void repair() {
        System.out.println(""Repairing washing machine"");
    }
}

class SmartWashingMachine extends WashingMachine {
    @Override
    void turnOn() {
        System.out.println(""Smart washing machine is on"");
    }
    @Override
    void turnOff() {
        System.out.println(""Smart washing machine is off"");
    }
    @Override
    void repair() {
        System.out.println(""Repairing smart washing machine"");
    }
}",WashingMachine,2,2,1
"class Appliance {
    void turnOn() {
        System.out.println(""Appliance is on"");
    }
    void turnOff() {
        System.out.println(""Appliance is off"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class WashingMachine extends Appliance {
    @Override
    void turnOn() {
        System.out.println(""Washing machine is on"");
    }
    @Override
    void repair() {
        System.out.println(""Repairing washing machine"");
    }
}

class SmartWashingMachine extends WashingMachine {
    @Override
    void turnOn() {
        System.out.println(""Smart washing machine is on"");
    }
    @Override
    void turnOff() {
        System.out.println(""Smart washing machine is off"");
    }
    @Override
    void repair() {
        System.out.println(""Repairing smart washing machine"");
    }
}",SmartWashingMachine,3,3,1
"class Appliance {
    void turnOn() {
        System.out.println(""Appliance is on"");
    }
    void turnOff() {
        System.out.println(""Appliance is off"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class WashingMachine extends Appliance {
    @Override
    void turnOn() {
        System.out.println(""Washing machine is on"");
    }
    @Override
    void turnOff() {
        System.out.println(""Smart washing machine is off"");
    }
    @Override
    void repair() {
        System.out.println(""Repairing washing machine"");
    }
}

class SmartWashingMachine extends WashingMachine {
    @Override
    void turnOn() {
        System.out.println(""Smart washing machine is on"");
    }
    @Override
    void turnOff() {
        System.out.println(""Smart washing machine is off"");
    }
   
}
",WashingMachine,3,2,1
"class Appliance {
    void turnOn() {
        System.out.println(""Appliance is on"");
    }
    void turnOff() {
        System.out.println(""Appliance is off"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class WashingMachine extends Appliance {
    @Override
    void turnOn() {
        System.out.println(""Washing machine is on"");
    }
    @Override
    void turnOff() {
        System.out.println(""Smart washing machine is off"");
    }
    @Override
    void repair() {
        System.out.println(""Repairing washing machine"");
    }
}

class SmartWashingMachine extends WashingMachine {
    @Override
    void turnOn() {
        System.out.println(""Smart washing machine is on"");
    }
    @Override
    void turnOff() {
        System.out.println(""Smart washing machine is off"");
    }
   
}
",SmartWashingMachine,2,3,1
